source,text,html
cloudflare_Made_in_CA_Grocery_Guide,"Fernwood Coffee	Coffee and espresso	Vancouver Island, British Columbia","
	<td class=""column-1"">Fernwood Coffee</td><td class=""column-2"">Coffee and espresso</td><td class=""column-3"">Vancouver Island, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Fratello Coffee Roasters	Coffee, tea, and specialty drink mixes	Calgary, Alberta","
	<td class=""column-1"">Fratello Coffee Roasters</td><td class=""column-2"">Coffee, tea, and specialty drink mixes</td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Grounded Coffee Company	Coffee and tea	Midland, Ontario","
	<td class=""column-1"">Grounded Coffee Company</td><td class=""column-2"">Coffee and tea</td><td class=""column-3"">Midland, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Jumping Bean Coffee	Coffee, espresso, and single-serve coffee	Mount Pearl, Newfoundland","
	<td class=""column-1"">Jumping Bean Coffee</td><td class=""column-2"">Coffee, espresso, and single-serve coffee </td><td class=""column-3"">Mount Pearl, Newfoundland</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Just Us Coffee	Roasted to-order coffee, tea, chocolate, and sugar	Grand Pre, Nova Scotia","
	<td class=""column-1"">Just Us Coffee</td><td class=""column-2"">Roasted to-order coffee, tea, chocolate, and sugar</td><td class=""column-3"">Grand Pre, Nova Scotia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"King Cole Tea	Black tea, green tea, flavoured tea, organic tea	Sussex, New Brunswick","
	<td class=""column-1"">King Cole Tea</td><td class=""column-2"">Black tea, green tea, flavoured tea, organic tea</td><td class=""column-3"">Sussex, New Brunswick</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Kintore Coffee Co.	Dark and light roasted coffee	Embro, Ontario","
	<td class=""column-1"">Kintore Coffee Co.</td><td class=""column-2"">Dark and light roasted coffee</td><td class=""column-3"">Embro, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Laughing Whale	Fair-trade and organic certified coffee	Lunenburg, Nova Scotia","
	<td class=""column-1"">Laughing Whale</td><td class=""column-2"">Fair-trade and organic certified coffee</td><td class=""column-3"">Lunenburg, Nova Scotia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Midnight Sun Coffee Roasters	Fresh-roasted, premium coffee	Whitehorse, Yukon Territories","
	<td class=""column-1"">Midnight Sun Coffee Roasters</td><td class=""column-2"">Fresh-roasted, premium coffee</td><td class=""column-3"">Whitehorse, Yukon Territories</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Muskoka Roastery Coffee Co.	Whole bean, ground, and single-serve coffee	Muskoka, Ontario","
	<td class=""column-1"">Muskoka Roastery Coffee Co.</td><td class=""column-2"">Whole bean, ground, and single-serve coffee</td><td class=""column-3"">Muskoka, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Pilot Coffee Roasters	Espresso and coffee	Toronto, Ontario","
	<td class=""column-1"">Pilot Coffee Roasters</td><td class=""column-2"">Espresso and coffee</td><td class=""column-3"">Toronto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Planet Bean Coffee	Fairtrade and organic coffee	Guelph, Ontario","
	<td class=""column-1"">Planet Bean Coffee</td><td class=""column-2"">Fairtrade and organic coffee</td><td class=""column-3"">Guelph, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Salt Spring Coffee	Organic and fair-trade coffee and coffee pods	Richmond, British Columbia","
	<td class=""column-1"">Salt Spring Coffee</td><td class=""column-2"">Organic and fair-trade coffee and coffee pods</td><td class=""column-3"">Richmond, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Salt Winds Coffee Co	Top quality coffee	Douglas, New Brunswick","
	<td class=""column-1"">Salt Winds Coffee Co</td><td class=""column-2"">Top quality coffee</td><td class=""column-3"">Douglas, New Brunswick</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"To Bean or Not to Bean	Fair trade and organic coffee beans and ground coffee	Stratford, Ontario","
	<td class=""column-1"">To Bean or Not to Bean</td><td class=""column-2"">Fair trade and organic coffee beans and ground coffee </td><td class=""column-3"">Stratford, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Tribal Java	Whole beans and ground coffee	Vernon, British Columbia","
	<td class=""column-1"">Tribal Java</td><td class=""column-2""> Whole beans and ground coffee</td><td class=""column-3"">Vernon, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Van Houtte	Offering various blends in whole bean, ground, and K-Cup formats	Quebec","
	<td class=""column-1"">Van Houtte</td><td class=""column-2"">Offering various blends in whole bean, ground, and K-Cup formats</td><td class=""column-3"">Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Zavida Coffee	Coffee beans, ground coffee, and single serve in a variety of flavours	Concord, Ontario
","
	<td class=""column-1"">Zavida Coffee</td><td class=""column-2"">Coffee beans, ground coffee, and single serve in a variety of flavours </td><td class=""column-3"">Concord, Ontario<br>
</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"ADL	Cheese, milk, butter and evaporated milk	Prince Edward Island","
	<td class=""column-1"">ADL</td><td class=""column-2"">Cheese, milk, butter and evaporated milk</td><td class=""column-3"">Prince Edward Island</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Agropur	Milk, cheese, sour cream, and frozen treats under a wide range of brand names, including Natrel, Oka, Gustav, Grand Cheddar, Agropur Signature, Allegro, Farmers, Iceberg, Island Farms, Lucerne, Northumberland, Quebon, Soctsburn Joins Farmers, and Sealtest	Longueuil, Quebec","
	<td class=""column-1"">Agropur</td><td class=""column-2"">Milk, cheese, sour cream, and frozen treats under a wide range of brand names, including Natrel, Oka, Gustav, Grand Cheddar, Agropur Signature, Allegro, Farmers, Iceberg, Island Farms, Lucerne, Northumberland, Quebon, Soctsburn Joins Farmers, and Sealtest</td><td class=""column-3"">Longueuil, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Arla's Foods	Cheese under the brands Tre Stelle, Castello, Arla, Puck, Apetina	Concord, Ontario","
	<td class=""column-1"">Arla's Foods</td><td class=""column-2"">Cheese under the brands Tre Stelle, Castello, Arla, Puck, Apetina</td><td class=""column-3"">Concord, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Avalon Dairy	Organic milk, yogurt, kefir, ice cream, and other dairy products	British Columbia","
	<td class=""column-1"">Avalon Dairy</td><td class=""column-2"">Organic milk, yogurt, kefir, ice cream, and other dairy products</td><td class=""column-3"">British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Blackwell Dairy	Milk, butter, buttermilk, cottage cheese, creamer, buttercups, whip creams, egg nogs	Kamloops, BC","
	<td class=""column-1"">Blackwell Dairy</td><td class=""column-2"">Milk, butter, buttermilk, cottage cheese, creamer, buttercups, whip creams, egg nogs</td><td class=""column-3"">Kamloops, BC</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Bothwell Cheese	Premium, spicy, cheddar, sliced, and lactose-free cheese and cheese curds	New Bothwell, Manitoba","
	<td class=""column-1"">Bothwell Cheese</td><td class=""column-2"">Premium, spicy, cheddar, sliced, and lactose-free cheese and cheese curds</td><td class=""column-3"">New Bothwell, Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Chaeban Ice Cream	Ice Cream and frozen desserts	Winnipeg, Manitoba","
	<td class=""column-1"">Chaeban Ice Cream</td><td class=""column-2""> Ice Cream and frozen desserts</td><td class=""column-3"">Winnipeg, Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Chapman's	Ice cream under the brands Super Premium Plus Ice Cream, Yukon Ice Cream Bars, Frozen Yogurt, Lil’ Lolly Water Ice, No Sugar Added Ice Cream, Markdale Creamery Ice Cream, Premium Ice Cream, Sorbet, Supers, and Holiday Moments	Markdale, Ontario","
	<td class=""column-1"">Chapman's</td><td class=""column-2"">Ice cream under the brands Super Premium Plus Ice Cream, Yukon Ice Cream Bars, Frozen Yogurt, Lil’ Lolly Water Ice, No Sugar Added Ice Cream, Markdale Creamery Ice Cream, Premium Ice Cream, Sorbet, Supers, and Holiday Moments</td><td class=""column-3"">Markdale, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Clover Leaf Cheese	Cheddar, specialty cheese, soft cheese, grated cheese, and goat cheese	Calgary, Alberta","
	<td class=""column-1"">Clover Leaf Cheese</td><td class=""column-2"">Cheddar, specialty cheese, soft cheese, grated cheese, and goat cheese</td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Cows Creamery	Cheese and butter	Prince Edward Island,"
	<td class=""column-1"">Cows Creamery</td><td class=""column-2"">Cheese and butter</td><td class=""column-3"">Prince Edward Island</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"D. Dutchmen	Ice cream, milk & cream, artisan cheese	Sicamous, BC","
	<td class=""column-1"">D. Dutchmen</td><td class=""column-2"">Ice cream, milk &amp; cream, artisan cheese</td><td class=""column-3"">Sicamous, BC</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Dainty	Rice, side dishes, and baking products	Windsor, Ontario","
	<td class=""column-1"">Dainty</td><td class=""column-2"">Rice, side dishes, and baking products</td><td class=""column-3"">Windsor, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Donia Farms	Heritage grass-fed yogurt, milk, and butter	Surrey, British Columbia","
	<td class=""column-1"">Donia Farms</td><td class=""column-2"">Heritage grass-fed yogurt, milk, and butter </td><td class=""column-3"">Surrey, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Eagle Brand	Sweetened and fat-free condensed milk	Sherbrooke, Quebec","
	<td class=""column-1"">Eagle Brand</td><td class=""column-2"">Sweetened and fat-free condensed milk</td><td class=""column-3"">Sherbrooke, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Earth's Own	Plant-based milk, coffee creamers, butter, sour cream, and cream cheese	Burnaby, British Columbia","
	<td class=""column-1"">Earth's Own</td><td class=""column-2"">Plant-based milk, coffee creamers, butter, sour cream, and cream cheese</td><td class=""column-3"">Burnaby, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Gay Lea	Milk, butter, cheese, sour cream and whipped cream under the brands Gay Lea, Nordica, Stirling Creamery, Ivanhoe, Salerno, Black River, Franco’s.	Mississauga, Ontario","
	<td class=""column-1"">Gay Lea</td><td class=""column-2"">Milk, butter, cheese, sour cream and whipped cream under the brands Gay Lea, Nordica, Stirling Creamery, Ivanhoe, Salerno, Black River, Franco’s.</td><td class=""column-3"">Mississauga, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Grass Root Dairies	Cheese, milk, Bulgarian yogurt, quark cheese	Salmon Arm, BC","
	<td class=""column-1"">Grass Root Dairies</td><td class=""column-2"">Cheese, milk, Bulgarian yogurt, quark cheese</td><td class=""column-3"">Salmon Arm, BC</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Gunn's Hill Artisan Cheese	Handcrafted artisan cheese using locally sourced milk	Oxford County, Ontario","
	<td class=""column-1"">Gunn's Hill Artisan Cheese</td><td class=""column-2"">Handcrafted artisan cheese using locally sourced milk</td><td class=""column-3"">Oxford County, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Hewitt's Dairy	Milk, cream, sour cream, yogurt, goat milk products, frozen treats, and specialty milk products	Hagersville, Ontario","
	<td class=""column-1"">Hewitt's Dairy</td><td class=""column-2"">Milk, cream, sour cream, yogurt, goat milk products, frozen treats, and specialty milk products</td><td class=""column-3"">Hagersville, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Kawartha Dairy	Ice cream, ice cream cakes, milk, butter, and cream	Bobcaygeon, Ontario","
	<td class=""column-1"">Kawartha Dairy</td><td class=""column-2"">Ice cream, ice cream cakes, milk, butter, and cream</td><td class=""column-3"">Bobcaygeon, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Keenan Farms	Eggs	Salmon Arm, BC","
	<td class=""column-1"">Keenan Farms</td><td class=""column-2"">Eggs</td><td class=""column-3"">Salmon Arm, BC</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"La Fromagerie Boivin	Cheese spread, curds, cheese products	Quebec, Canada","
	<td class=""column-1"">La Fromagerie Boivin</td><td class=""column-2""> Cheese spread, curds, cheese products</td><td class=""column-3"">Quebec, Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"La Fromagerie Kapuskoise	Artisan Cheese	Kapuskasing, Ontario","
	<td class=""column-1"">La Fromagerie Kapuskoise</td><td class=""column-2"">Artisan Cheese</td><td class=""column-3"">Kapuskasing, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Laiterie de Coaticook	Cheese, ice cream, and frozen treats	Coaticook, Quebec","
	<td class=""column-1"">Laiterie de Coaticook</td><td class=""column-2"">Cheese, ice cream, and frozen treats</td><td class=""column-3"">Coaticook, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"M-C Dairy Co Ltd	Cottage cheese, cream cheese, kefir, lassi, laban	Canada","
	<td class=""column-1"">M-C Dairy Co Ltd</td><td class=""column-2"">Cottage cheese, cream cheese, kefir, lassi, laban</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Maison Riviera	Yogurt, cheese, butter, and sour cream	Quebec","
	<td class=""column-1"">Maison Riviera</td><td class=""column-2"">Yogurt, cheese, butter, and sour cream</td><td class=""column-3"">Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Millers Dairy	Milk, coffee cream, whipping cream, ice cream, and eggnog	Creemore, Ontario","
	<td class=""column-1"">Millers Dairy</td><td class=""column-2"">Milk, coffee cream, whipping cream, ice cream, and eggnog </td><td class=""column-3"">Creemore, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Old School Cheesery	Handmade artisan cheese	Vermilion, Alberta","
	<td class=""column-1"">Old School Cheesery</td><td class=""column-2"">Handmade artisan cheese</td><td class=""column-3"">Vermilion, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Pinehedge Farms	Organic yogourt, sour cream and kefir	St. Eugene, Ontario","
	<td class=""column-1"">Pinehedge Farms</td><td class=""column-2"">Organic yogourt, sour cream and kefir</td><td class=""column-3"">St. Eugene, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Reid’s Dairy	Milk, cream, and ice cream products	Belleville, Ontario","
	<td class=""column-1"">Reid’s Dairy</td><td class=""column-2"">Milk, cream, and ice cream products</td><td class=""column-3"">Belleville, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Righteous Gelato	Small batch gelato	Calgary, Alberta","
	<td class=""column-1"">Righteous Gelato</td><td class=""column-2"">Small batch gelato</td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Saputo	Cheese and dairy products under the brands Alexis de Portneuf, Armstrong, Baileys, Bari, Baxter, Cathedral City, Cogruet, Dairyland, DuVillage, HeluvaGood!, Joya, Kingsey, Milk2Go, Neilson, Nutrilait, Saputo, Shepherd Gourmet, Vitalite, Wensleydale Creamery, Woolwich Goat Dairy	Montreal, Quebec","
	<td class=""column-1"">Saputo</td><td class=""column-2"">Cheese and dairy products under the brands Alexis de Portneuf, Armstrong, Baileys, Bari, Baxter, Cathedral City, Cogruet, Dairyland, DuVillage, HeluvaGood!, Joya, Kingsey, Milk2Go, Neilson, Nutrilait, Saputo, Shepherd Gourmet, Vitalite, Wensleydale Creamery, Woolwich Goat Dairy</td><td class=""column-3"">Montreal, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Shaw Ice Cream	Black Sweet Cherry, Butterscotch Ripple, Chocolate, Chocolate Peanut Butter, Cotton Candy, French Vanilla, Grammy’s Cupboard, Mint Chip, Moose Tracks, Peppermint Bark Moose Tracks, Pralines & Cream, Unicorn Toots, Vanilla ice cream	Tillsonburg, Ontario","
	<td class=""column-1"">Shaw Ice Cream</td><td class=""column-2"">Black Sweet Cherry, Butterscotch Ripple, Chocolate, Chocolate Peanut Butter, Cotton Candy, French Vanilla, Grammy’s Cupboard, Mint Chip, Moose Tracks, Peppermint Bark Moose Tracks, Pralines &amp; Cream, Unicorn Toots, Vanilla ice cream</td><td class=""column-3"">Tillsonburg, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Sheldon Creek Dairy	A2 protein milk	Loretto, Ontario","
	<td class=""column-1"">Sheldon Creek Dairy</td><td class=""column-2"">A2 protein milk </td><td class=""column-3"">Loretto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Silani Cheese	Over 200 cheese products	Schomberg, Ontario","
	<td class=""column-1"">Silani Cheese</td><td class=""column-2"">Over 200 cheese products</td><td class=""column-3"">Schomberg, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Skotidakis	Greek yogurt, dips, and cheeses	St-Eugène, Ontario","
	<td class=""column-1"">Skotidakis</td><td class=""column-2"">Greek yogurt, dips, and cheeses</td><td class=""column-3"">St-Eugène, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Slate River Dairy	Milk, butter, cheese, and cultured products	Neebing, Ontario","
	<td class=""column-1"">Slate River Dairy</td><td class=""column-2"">Milk, butter, cheese, and cultured products </td><td class=""column-3"">Neebing, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"St Albert Cheese Factory	Exception cheddar cheese	St-Albert, Ontario","
	<td class=""column-1"">St Albert Cheese Factory</td><td class=""column-2"">Exception cheddar cheese</td><td class=""column-3"">St-Albert, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Thunder Oak Cheese Farm	Gouda cheese	Neebing, Ontario","
	<td class=""column-1"">Thunder Oak Cheese Farm</td><td class=""column-2"">Gouda cheese</td><td class=""column-3"">Neebing, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Tree Island Yogurt	Yogurt, Greek yogurt, and dairy-free yogurt	Cumberland, British Columbia","
	<td class=""column-1"">Tree Island Yogurt</td><td class=""column-2"">Yogurt, Greek yogurt, and dairy-free yogurt</td><td class=""column-3"">Cumberland, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Tripple “A” Cheese	Feta, cream cheese, shredded and grated cheese, tzatziki, yogurt, sour cream and garlic spread	Mississauga, Ontario","
	<td class=""column-1"">Tripple “A” Cheese</td><td class=""column-2"">Feta, cream cheese, shredded and grated cheese, tzatziki, yogurt, sour cream and garlic spread</td><td class=""column-3"">Mississauga, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Upper Canada Creamery	Cream, cheese, cheese curds, and ice cream	Iroquois, Ontario","
	<td class=""column-1"">Upper Canada Creamery</td><td class=""column-2"">Cream, cheese, cheese curds, and ice cream</td><td class=""column-3"">Iroquois, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Annex	Premium Craft Sodas	Calgary, Alberta","
	<td class=""column-1"">Annex</td><td class=""column-2"">Premium Craft Sodas</td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Bear n Bear	Premium Craft Sodas	Canada,"
	<td class=""column-1"">Bear n Bear</td><td class=""column-2"">Premium Craft Sodas</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Big 8 Beverages	Soft drinks and spring water	Stellarton, Nova Scotia","
	<td class=""column-1"">Big 8 Beverages</td><td class=""column-2"">Soft drinks and spring water </td><td class=""column-3"">Stellarton, Nova Scotia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Biosteel	Sports drinks, hydration mixes, protein powder	Windsor, Ontario","
	<td class=""column-1"">Biosteel</td><td class=""column-2"">Sports drinks, hydration mixes, protein powder</td><td class=""column-3"">Windsor, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Clearly Canadian	Premium sparkling water	British Columbia, Canada","
	<td class=""column-1"">Clearly Canadian</td><td class=""column-2"">Premium sparkling water</td><td class=""column-3"">British Columbia, Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Cove Soda	Grapefruit, classic cola, orange, grape, icepop, Dr. Cove, cherry, raspberry, ginger ale, cream soda, and root beer flavoured soda and ginger, watermelon guava, blueberry pomegranate, strawberry lime, pink grapefruit, raspberry lemonade, and mango turmeric kombucha	London, Ontario","
	<td class=""column-1"">Cove Soda</td><td class=""column-2"">Grapefruit, classic cola, orange, grape, icepop, Dr. Cove, cherry, raspberry, ginger ale, cream soda, and root beer flavoured soda and ginger, watermelon guava, blueberry pomegranate, strawberry lime, pink grapefruit, raspberry lemonade, and mango turmeric kombucha </td><td class=""column-3"">London, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Happy Planet	Juices, shakes, and cream	Burnaby, British Columbia","
	<td class=""column-1"">Happy Planet</td><td class=""column-2"">Juices, shakes, and cream</td><td class=""column-3"">Burnaby, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Jones Soda Co.	Craft soda made with pure cane sugar	Canada,"
	<td class=""column-1"">Jones Soda Co.</td><td class=""column-2"">Craft soda made with pure cane sugar</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Lassonde	Juices for a wide variety of brands, including Allen’s, Apple & Eve, Del Monte, Fairlee, Fruite, Graves, Hydra+, Kiju biologique, Northland, Oasis, Old Orchard, Old South, Rougemont, Ruby Kist, SunRype, Switch	Rougemont, Quebec","
	<td class=""column-1"">Lassonde</td><td class=""column-2"">Juices for a wide variety of brands, including Allen’s, Apple &amp; Eve, Del Monte, Fairlee, Fruite, Graves, Hydra+, Kiju biologique, Northland, Oasis, Old Orchard, Old South, Rougemont, Ruby Kist, SunRype, Switch</td><td class=""column-3"">Rougemont, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Montellier	Sparkling water and flavoured sparkling water	Sainte-Brigitte-de-Laval, Quebec","
	<td class=""column-1"">Montellier</td><td class=""column-2"">Sparkling water and flavoured sparkling water</td><td class=""column-3"">Sainte-Brigitte-de-Laval, Quebec </td>
"
cloudflare_Made_in_CA_Grocery_Guide,Naya Bottled Water	Natural spring water	Quebec,"
	<td class=""column-1"">Naya Bottled Water</td><td class=""column-2"">Natural spring water </td><td class=""column-3"">Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Partake Brewing	Non-alcoholic craft beverages	Calgary, Alberta","
	<td class=""column-1"">Partake Brewing</td><td class=""column-2"">Non-alcoholic craft beverages </td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Sapsucker	Sparkling water naturally sweetened with organic Canadian maple sap	Ontario,"
	<td class=""column-1"">Sapsucker</td><td class=""column-2"">Sparkling water naturally sweetened with organic Canadian maple sap</td><td class=""column-3"">Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"The Great Gentleman	Ginger beer, tonic water, and other premium mixers	Laval, Quebec","
	<td class=""column-1"">The Great Gentleman</td><td class=""column-2"">Ginger beer, tonic water, and other premium mixers </td><td class=""column-3"">Laval, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"The Pop Shoppe	Black cherry, bubble gum, cotton candy, cream soda, grape, lime ricky, orange, pineapple, rocket blast, and root beer soda	Burlington, Ontario","
	<td class=""column-1"">The Pop Shoppe</td><td class=""column-2"">Black cherry, bubble gum, cotton candy, cream soda, grape, lime ricky, orange, pineapple, rocket blast, and root beer soda </td><td class=""column-3"">Burlington, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Cavendish Farms	Frozen potato patties, diced potatoes, fries, and potato wedges	Dieppe, New Brunswick","
	<td class=""column-1"">Cavendish Farms</td><td class=""column-2"">Frozen potato patties, diced potatoes, fries, and potato wedges</td><td class=""column-3"">Dieppe, New Brunswick</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Chudleigh's	Frozen baked desserts	Milton, Ontario","
	<td class=""column-1"">Chudleigh's</td><td class=""column-2"">Frozen baked desserts</td><td class=""column-3"">Milton, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Compliments	Frozen potatoes, meat, and seafood (with the ‘made for Sobey’s’ label near the UPC)	Canada","
	<td class=""column-1"">Compliments</td><td class=""column-2"">Frozen potatoes, meat, and seafood (with the ‘made for Sobey’s’ label near the UPC)</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Green Giant	Frozen vegetables	Canada,"
	<td class=""column-1"">Green Giant</td><td class=""column-2"">Frozen vegetables</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"High Liner Foods	Frozen fish filets, signature cuts, and fish sticks	Mississauga, Ontario","
	<td class=""column-1"">High Liner Foods</td><td class=""column-2"">Frozen fish filets, signature cuts, and fish sticks</td><td class=""column-3"">Mississauga, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Konscious	Plant-based seafood, sushi, onigiri, and poke bowls	Vancouver, British Columbia","
	<td class=""column-1"">Konscious</td><td class=""column-2"">Plant-based seafood, sushi, onigiri, and poke bowls</td><td class=""column-3"">Vancouver, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"M&M Food Market	Appetizers, seafood, prepared meals, single-serve options, snacks, and vegetables (verify label, not all Made in Canada)	Mississauga, Ontario","
	<td class=""column-1"">M&amp;M Food Market</td><td class=""column-2"">Appetizers, seafood, prepared meals, single-serve options, snacks, and vegetables (verify label, not all Made in Canada)</td><td class=""column-3"">Mississauga, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"McCain Foods	Frozen fries, potato products, and appetizers (verify label, not all Made in Canada)	Florenceville, New Brunswick (and plants across Canada)","
	<td class=""column-1"">McCain Foods</td><td class=""column-2"">Frozen fries, potato products, and appetizers (verify label, not all Made in Canada)</td><td class=""column-3"">Florenceville, New Brunswick (and plants across Canada)</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Nature’s Path	Frozen waffles	British Columbia,"
	<td class=""column-1"">Nature’s Path</td><td class=""column-2"">Frozen waffles</td><td class=""column-3"">British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Porta Pizza	Frozen Italian pizza's	Toronto, Ontario","
	<td class=""column-1"">Porta Pizza</td><td class=""column-2"">Frozen Italian pizza's</td><td class=""column-3"">Toronto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"President’s Choice	Frozen dinners, meals, fruit, and pre-made snacks (check label)	Canada","
	<td class=""column-1"">President’s Choice</td><td class=""column-2"">Frozen dinners, meals, fruit, and pre-made snacks (check label)</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Rustica	Frozen pizza's	Montreal, Quebec","
	<td class=""column-1"">Rustica</td><td class=""column-2"">Frozen pizza's</td><td class=""column-3"">Montreal, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Allergy Smart Cookies	Wide variety of cookies made without the top 10 food allergens	Canada,"
	<td class=""column-1"">Allergy Smart Cookies</td><td class=""column-2"">Wide variety of cookies made without the top 10 food allergens</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Cloud 9 Gluten Free	Gluten-free and allergen-free food products	Burnaby, British Columbia","
	<td class=""column-1"">Cloud 9 Gluten Free </td><td class=""column-2"">Gluten-free and allergen-free food products </td><td class=""column-3"">Burnaby, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Duinkerken Foods	Allergen-free baking mixes.	Summerside, PEI","
	<td class=""column-1"">Duinkerken Foods</td><td class=""column-2""> Allergen-free baking mixes.</td><td class=""column-3"">Summerside, PEI</td>
"
