source,text,html
cloudflare_Made_in_CA_Grocery_Guide,"Georgian Bay Granola	Apple blueberry, coconut mango, sugar bush maple, wildflower honeybee, overnight oats with super seeds granola	Parry Sound, Ontario","
	<td class=""column-1"">Georgian Bay Granola</td><td class=""column-2"">Apple blueberry, coconut mango, sugar bush maple, wildflower honeybee, overnight oats with super seeds granola</td><td class=""column-3"">Parry Sound, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Joe's Gluten-Free Foods	Gluten-free bread, buns, bagels, muffins, assorted sweets, cookies, cakes and cupcakes, pies and tarts	Regina, Saskatchewan","
	<td class=""column-1"">Joe's Gluten-Free Foods</td><td class=""column-2"">Gluten-free bread, buns, bagels, muffins, assorted sweets, cookies, cakes and cupcakes, pies and tarts </td><td class=""column-3"">Regina, Saskatchewan</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Kinnikinnick	Gluten-free breads, muffins, desserts, and pasta	Edmonton, Alberta","
	<td class=""column-1"">Kinnikinnick</td><td class=""column-2"">Gluten-free breads, muffins, desserts, and pasta</td><td class=""column-3"">Edmonton, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Living Alive Granola	Gluten-free granola	St. Thomas, Ontario","
	<td class=""column-1"">Living Alive Granola</td><td class=""column-2"">Gluten-free granola</td><td class=""column-3"">St. Thomas, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Nutracelle	Natural, sugar-free, vegan gummies	Charlottetown, Prince Edward Island","
	<td class=""column-1"">Nutracelle</td><td class=""column-2"">Natural, sugar-free, vegan gummies</td><td class=""column-3"">Charlottetown, Prince Edward Island</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Purest	Gluten-free mixes for bread, muffins, pancakes, desserts, and more	Perth, Ontario","
	<td class=""column-1"">Purest</td><td class=""column-2"">Gluten-free mixes for bread, muffins, pancakes, desserts, and more</td><td class=""column-3"">Perth, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Stoked Oats	Organic oats, oatrice, oatmeal, and granola	Calgary, Alberta","
	<td class=""column-1"">Stoked Oats</td><td class=""column-2"">Organic oats, oatrice, oatmeal, and granola</td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"The Grain Escape	Grain-free and gluten-free bread, bagels, and buns	Canada","
	<td class=""column-1"">The Grain Escape</td><td class=""column-2"">Grain-free and gluten-free bread, bagels, and buns</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Tinkyada Pasta Joy	Gluten-free rice pasta	Scarborough, Ontario","
	<td class=""column-1"">Tinkyada Pasta Joy</td><td class=""column-2"">Gluten-free rice pasta </td><td class=""column-3"">Scarborough, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Zak Organics	Crunchy peas	Saskatchewan,"
	<td class=""column-1"">Zak Organics</td><td class=""column-2"">Crunchy peas</td><td class=""column-3"">Saskatchewan</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Bee Maid Honey	Honey and specialty honey	Winnipeg, Manitoba","
	<td class=""column-1"">Bee Maid Honey</td><td class=""column-2"">Honey and specialty honey</td><td class=""column-3"">Winnipeg, Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Crerar’s Honey	Honey	Vernon, Ontario","
	<td class=""column-1"">Crerar’s Honey</td><td class=""column-2"">Honey</td><td class=""column-3"">Vernon, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Dutchman’s Gold	Honey, bee pollen, royal jelly, candles, skincare	Canada","
	<td class=""column-1"">Dutchman’s Gold</td><td class=""column-2"">Honey, bee pollen, royal jelly, candles, skincare</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Gramma Bee’s Honey	Raw honey	Alberta, Canada","
	<td class=""column-1"">Gramma Bee’s Honey</td><td class=""column-2""> Raw honey</td><td class=""column-3""> Alberta, Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Munroe Honey	Honey, mead, and beeswax products	Alvinston, Ontario","
	<td class=""column-1"">Munroe Honey</td><td class=""column-2"">Honey, mead, and beeswax products</td><td class=""column-3"">Alvinston, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Peace River Honey	Organic honey	Alberta,"
	<td class=""column-1"">Peace River Honey</td><td class=""column-2"">Organic honey</td><td class=""column-3"">Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Three Foragers Bee Company	Creamed, lemon and ginger, chai, spicy chilli garlic honey	Saskatoon, Saskatchewan","
	<td class=""column-1"">Three Foragers Bee Company</td><td class=""column-2"">Creamed, lemon and ginger, chai, spicy chilli garlic honey </td><td class=""column-3"">Saskatoon, Saskatchewan</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Big Chief Meat Snacks	Beef jerky and meat snacks	Calgary, Alberta","
	<td class=""column-1"">Big Chief Meat Snacks</td><td class=""column-2"">Beef jerky and meat snacks </td><td class=""column-3"">Calgary, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Capital Fine Meats	Sausages, bacon, deli meats, cured meats	Edmonton, Alberta","
	<td class=""column-1"">Capital Fine Meats</td><td class=""column-2"">Sausages, bacon, deli meats, cured meats</td><td class=""column-3"">Edmonton, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Conestoga Meats	Hormone and chemical-free pork	Breslau, Ontario","
	<td class=""column-1"">Conestoga Meats</td><td class=""column-2"">Hormone and chemical-free pork</td><td class=""column-3"">Breslau, Ontario </td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Direct Plus Food Group	Grimm's Fine Foods, McSweeney's, Country Prime Meats, Saporé Foods, and Audrey's Patisserie; high-quality meats, snacks, baked goods	Distributed across Canada (various)","
	<td class=""column-1"">Direct Plus Food Group</td><td class=""column-2"">Grimm's Fine Foods, McSweeney's, Country Prime Meats, Saporé Foods, and Audrey's Patisserie; high-quality meats, snacks, baked goods</td><td class=""column-3"">Distributed across Canada (various)</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Fantino & Mondello	Charcuterie Meats	Canada,"
	<td class=""column-1"">Fantino &amp; Mondello</td><td class=""column-2"">Charcuterie Meats</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Freybye	Sausage, salami, deli meat, and pork shanks	Langley Township, British Columbia","
	<td class=""column-1"">Freybye</td><td class=""column-2"">Sausage, salami, deli meat, and pork shanks </td><td class=""column-3"">Langley Township, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Greenfield Natural Meat Co.	Bacon, sausages, deli meats, ham, and meat pies	Ayr, Ontario","
	<td class=""column-1"">Greenfield Natural Meat Co.</td><td class=""column-2"">Bacon, sausages, deli meats, ham, and meat pies</td><td class=""column-3"">Ayr, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Grimm's Fine Foods	Ham, bacon, deli meats, wieners, and pepperoni	Canada","
	<td class=""column-1"">Grimm's Fine Foods  </td><td class=""column-2"">Ham, bacon, deli meats, wieners, and pepperoni</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Harvest Meats	Bacon, burgers, deli meat, and sausages	Yorkton, Saskatchewan","
	<td class=""column-1"">Harvest Meats</td><td class=""column-2"">Bacon, burgers, deli meat, and sausages</td><td class=""column-3"">Yorkton, Saskatchewan</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Lou's Kitchen	Ribs, chicken, beef, pork, and peameal bacon	Stoney Creek, Ontario","
	<td class=""column-1"">Lou's Kitchen</td><td class=""column-2"">Ribs, chicken, beef, pork, and peameal bacon </td><td class=""column-3"">Stoney Creek, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Lunch Mates	Snack Kits	Guelph,"
	<td class=""column-1"">Lunch Mates</td><td class=""column-2"">Snack Kits</td><td class=""column-3"">Guelph</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Maple Leaf	Fresh Chicken, Bacon, Hot Dogs, Sausage, Frozen Chicken, Ham, Sliced Deli Meat	Canada","
	<td class=""column-1"">Maple Leaf</td><td class=""column-2"">Fresh Chicken, Bacon, Hot Dogs, Sausage, Frozen Chicken, Ham, Sliced Deli Meat</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Maple Leaf Foods	Prepared meats under the brands Maple Leaf, Schneiders, Greenfield Meat Co. , Mitchells, Deli Express, Main Street Deli, Burns, Hygrade	Canada","
	<td class=""column-1"">Maple Leaf Foods</td><td class=""column-2"">Prepared meats under the brands Maple Leaf, Schneiders, Greenfield Meat Co. , Mitchells, Deli Express, Main Street Deli, Burns, Hygrade</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Mina	Halal Fresh Chicken and Halal Prepared Meats	Canada,"
	<td class=""column-1"">Mina</td><td class=""column-2"">Halal Fresh Chicken and Halal Prepared Meats</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Nossack Food Group	Frozen meats, meat snacks, sausages, and beef jerky under the brands Nossack’s, and Canadian Outback, Real Deal Australian Meat Pies, and Tayyabaat Meats	Red Deer, Alberta","
	<td class=""column-1"">Nossack Food Group</td><td class=""column-2"">Frozen meats, meat snacks, sausages, and beef jerky under the brands Nossack’s, and Canadian Outback, Real Deal Australian Meat Pies, and Tayyabaat Meats</td><td class=""column-3"">Red Deer, Alberta</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Schneiders	Bacon, Hot Dogs, Sliced Deli Meats, Sausages, Pepperettes, Ham, Frozen Chicken, Meal Solutions	Canada","
	<td class=""column-1"">Schneiders</td><td class=""column-2"">Bacon, Hot Dogs, Sliced Deli Meats, Sausages,  Pepperettes, Ham, Frozen Chicken, Meal Solutions</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Sofina Foods	Meat and poultry products under these brands: Janes, Lilydale, Mastro, San Daniele, Riserva, Cuddy, Vienna, Fletcher’s, Zamzam	Across Canada","
	<td class=""column-1"">Sofina Foods</td><td class=""column-2"">Meat and poultry products under these brands: Janes, Lilydale, Mastro, San Daniele, Riserva, Cuddy, Vienna, Fletcher’s, Zamzam</td><td class=""column-3"">Across Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Tony's Meats	Deli meats, sausages, and beef suet	Antigonish, Nova Scotia","
	<td class=""column-1"">Tony's Meats</td><td class=""column-2"">Deli meats, sausages, and beef suet </td><td class=""column-3"">Antigonish, Nova Scotia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Elman's	Pickles, pickled herring, horseradish, garlic, pickled beets, pickled eggs, pickled peppers, relish, mustard, and sauerkraut	Winnipeg, Manitoba","
	<td class=""column-1"">Elman's</td><td class=""column-2"">Pickles, pickled herring, horseradish, garlic, pickled beets, pickled eggs, pickled peppers, relish, mustard, and sauerkraut</td><td class=""column-3"">Winnipeg, Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Lakeside Pickles	Pickles, peppers, sauerkraut, salsa, and relish	Harrow, Ontario","
	<td class=""column-1"">Lakeside Pickles</td><td class=""column-2"">Pickles, peppers, sauerkraut, salsa, and relish</td><td class=""column-3"">Harrow, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Matt & Steve's	Pickles, pickled asparagus, pickled beans	Mississauga, Ontario","
	<td class=""column-1"">Matt &amp; Steve's</td><td class=""column-2"">Pickles, pickled asparagus, pickled beans</td><td class=""column-3"">Mississauga, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Pickles by Sunshine Farms	Traditional and organic pickled vegetables	Thamesville, Ontario","
	<td class=""column-1"">Pickles by Sunshine Farms</td><td class=""column-2"">Traditional and organic pickled vegetables</td><td class=""column-3"">Thamesville, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Tymeks Pickles	Pickles, Horseradish, Beets with Horseradish, Sour Soup Base	Etobicoke, Ontario","
	<td class=""column-1"">Tymeks Pickles</td><td class=""column-2"">Pickles, Horseradish, Beets with Horseradish, Sour Soup Base</td><td class=""column-3"">Etobicoke, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Whyte’s	Pickles, relish, and cherries under the brands Coronation, Mrs. Whytes, Saroli, Strubbs	Montreal, Quebec","
	<td class=""column-1"">Whyte’s</td><td class=""column-2"">Pickles, relish, and cherries under the brands Coronation, Mrs. Whytes, Saroli, Strubbs</td><td class=""column-3"">Montreal, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Imperial Popcorn	Pinky rose, BBQ, salt and vinegar, movie, ketchup, dill pickle, and salted caramel flavoured popcorn	St Eustache, Quebec","
	<td class=""column-1"">Imperial Popcorn</td><td class=""column-2"">Pinky rose, BBQ, salt and vinegar, movie, ketchup, dill pickle, and salted caramel flavoured popcorn</td><td class=""column-3"">St Eustache, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Kernels	Flavoured popcorn	Toronto, Ontario","
	<td class=""column-1"">Kernels</td><td class=""column-2"">Flavoured popcorn</td><td class=""column-3"">Toronto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,NoochPop	Healthy and savory popcorn	British Columbia,"
	<td class=""column-1"">NoochPop</td><td class=""column-2"">Healthy and savory popcorn</td><td class=""column-3"">British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Uncle Bob’s Popcorn	Popcorn products	Walsingham, Ontario","
	<td class=""column-1"">Uncle Bob’s Popcorn</td><td class=""column-2"">Popcorn products </td><td class=""column-3"">Walsingham, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Cedar Valley Potato Chips	Potato chips	Windsor, ON","
	<td class=""column-1"">Cedar Valley Potato Chips</td><td class=""column-2"">Potato chips</td><td class=""column-3"">Windsor, ON</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Covered Bridge Potato Chips	Potato chips, chickpea chips, and popcorn	Hartland, New Brunswick","
	<td class=""column-1"">Covered Bridge Potato Chips</td><td class=""column-2"">Potato chips, chickpea chips, and popcorn</td><td class=""column-3"">Hartland, New Brunswick</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Hardbite Potato Chips	All-natural potato chips, root vegetable chips, and a line of potato chips cooked in avocado oil	Surrey, British Columbia","
	<td class=""column-1"">Hardbite Potato Chips</td><td class=""column-2"">All-natural potato chips, root vegetable chips, and a line of potato chips cooked in avocado oil</td><td class=""column-3"">Surrey, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Humble Potato Chips	Locally grown, organic potato chips in a wide variety of flavours	Guelph, Ontario","
	<td class=""column-1"">Humble Potato Chips</td><td class=""column-2"">Locally grown, organic potato chips in a wide variety of flavours</td><td class=""column-3"">Guelph, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Neal Brothers	Salsas, mayonnaise, BBQ sauces, and pasta sauces. Bagged snack products (such as their chips and pretzels) are made in the U.S.	Ontario","
	<td class=""column-1"">Neal Brothers </td><td class=""column-2"">Salsas, mayonnaise, BBQ sauces, and pasta sauces. Bagged snack products (such as their chips and pretzels) are made in the U.S.</td><td class=""column-3"">Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Nosh & Co.	Snacks, chips, and candies are exclusively created and distributed in Canada. You’ll find bags of gummi worms, mints, cookies, and popcorn as well as potato chips in pharmacies, groceries stores, and at Well.ca.	Canada","
	<td class=""column-1"">Nosh &amp; Co.</td><td class=""column-2"">Snacks, chips, and candies are exclusively created and distributed in Canada. You’ll find bags of gummi worms, mints, cookies, and popcorn as well as potato chips in pharmacies, groceries stores, and at Well.ca. </td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Pretty Ugly	Salsa, corn chips, jalapeño cheddar chips	Quebec","
	<td class=""column-1"">Pretty Ugly</td><td class=""column-2"">Salsa, corn chips, jalapeño cheddar chips</td><td class=""column-3"">Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Western Family Kettle Chips	Many snack and grocery foods	Canada,"
	<td class=""column-1"">Western Family Kettle Chips</td><td class=""column-2"">Many snack and grocery foods</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Yum Yum	Chips, ripple chips, wavy chips, veggie chips, potato sticks, cheese sticks, onion rings, corn puffs	Quebec","
	<td class=""column-1"">Yum Yum</td><td class=""column-2"">Chips, ripple chips, wavy chips, veggie chips, potato sticks, cheese sticks, onion rings, corn puffs</td><td class=""column-3"">Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Camino Chocolate	Fair-trade chocolate company makes chocolate bars, baking products, and hot chocolate. Chocolate is sourced from small-scale farmers globally that work directly with Camino	Ottawa, Ontario","
	<td class=""column-1"">Camino Chocolate</td><td class=""column-2"">Fair-trade chocolate company makes chocolate bars, baking products, and hot chocolate. Chocolate is sourced from small-scale farmers globally that work directly with Camino</td><td class=""column-3"">Ottawa, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Celebration Cookies	Celebration Cookies are made by Leclerc. Leclerc also makes snack foods.	Quebec City,"
	<td class=""column-1"">Celebration Cookies</td><td class=""column-2"">Celebration Cookies are made by Leclerc. Leclerc also makes snack foods.</td><td class=""column-3"">Quebec City</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Dare Foods	Company expanded production to parts of the U.S., but cookies, gummies, and other snacks are still produced across Canada as well (check label)	Across Canada","
	<td class=""column-1"">Dare Foods</td><td class=""column-2"">Company expanded production to parts of the U.S., but cookies, gummies, and other snacks are still produced across Canada as well (check label)</td><td class=""column-3"">Across Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Ganong Chocolates	Chocolates, candies, and bars	St. Stephen, New Brunswick","
	<td class=""column-1"">Ganong Chocolates </td><td class=""column-2"">Chocolates, candies, and bars</td><td class=""column-3"">St. Stephen, New Brunswick</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Georgian Bay Granola Company	Different varieties of granola	Parry Sound, Ontario","
	<td class=""column-1"">Georgian Bay Granola Company</td><td class=""column-2"">Different varieties of granola</td><td class=""column-3"">Parry Sound, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Girl Guide Cookies	Classic Chocolate, Vanilla Sandwich, and Chocolatey Mint cookies, crafted by Dare	Kitchener and Cambridge, Ontario","
	<td class=""column-1"">Girl Guide Cookies</td><td class=""column-2"">Classic Chocolate, Vanilla Sandwich, and Chocolatey Mint cookies, crafted by Dare</td><td class=""column-3"">Kitchener and Cambridge, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Hawkins Cheezies	Cheezies, a Canadian icon	Belleville, Ontario","
	<td class=""column-1"">Hawkins Cheezies</td><td class=""column-2"">Cheezies, a Canadian icon</td><td class=""column-3"">Belleville, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Hornby Organic	Organic energy bars and snack bars	Comox, British Columbia","
	<td class=""column-1"">Hornby Organic</td><td class=""column-2"">Organic energy bars and snack bars</td><td class=""column-3"">Comox, British Columbia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Hummingbird Chocolate	Chocolate	Almonte, Ontario","
	<td class=""column-1"">Hummingbird Chocolate</td><td class=""column-2"">Chocolate</td><td class=""column-3"">Almonte, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Inno Foods	Crackers, nut and seed products, granola, and cereal	Langley, B.C.","
	<td class=""column-1"">Inno Foods</td><td class=""column-2"">Crackers, nut and seed products, granola, and cereal</td><td class=""column-3"">Langley, B.C.</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Johnvince Foods	Popular foods such as Parnoosil dates, 7D dried mangos, Corn Nuts, Reddi Snacks, Canada Candy, Planters, and many more nut, candy, and dried fruit brands	Canada","
	<td class=""column-1"">Johnvince Foods </td><td class=""column-2"">Popular foods such as Parnoosil dates, 7D dried mangos, Corn Nuts, Reddi Snacks, Canada Candy, Planters, and many more nut, candy, and dried fruit brands</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Kerrs Canady	Variety of candies, including hard candies, sugar-free candies, and much more	Toronto, Ontario","
	<td class=""column-1"">Kerrs Canady</td><td class=""column-2"">Variety of candies, including hard candies, sugar-free candies, and much more</td><td class=""column-3"">Toronto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Krack-O-Pop	Crackers, pretzels, and other packaged snacks	Quebec","
	<td class=""column-1"">Krack-O-Pop </td><td class=""column-2"">Crackers, pretzels, and other packaged snacks</td><td class=""column-3"">Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"La Cocina Tortilla Chips	Tortillas and tortilla chips	St. Anne, Manitoba","
	<td class=""column-1"">La Cocina Tortilla Chips</td><td class=""column-2"">Tortillas and tortilla chips</td><td class=""column-3"">St. Anne, Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,La Montagne Chocolates	Private-label chocolate company	Canada,"
	<td class=""column-1"">La Montagne Chocolates</td><td class=""column-2"">Private-label chocolate company</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Lady Sarah Cookies	Cookies, candies, baked goods, and seasonal items	Canada","
	<td class=""column-1"">Lady Sarah Cookies</td><td class=""column-2"">Cookies, candies, baked goods, and seasonal items </td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Laura Secord Chocolates	Chocolate assortments, hot chocolate bombs, seasonal candies, and more	Ontario, Manitoba, and Quebec","
	<td class=""column-1"">Laura Secord Chocolates</td><td class=""column-2"">Chocolate assortments, hot chocolate bombs, seasonal candies, and more </td><td class=""column-3"">Ontario, Manitoba, and Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Leclerc	Leclerc is a popular Canadian cookie brand that makes Celebration Cookies, granola, and much more	Canada","
	<td class=""column-1"">Leclerc</td><td class=""column-2"">Leclerc is a popular Canadian cookie brand that makes Celebration Cookies, granola, and much more</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"MadeGood Foods	Granola bars, crackers, cookies, and oat bars made sustainably	Toronto, Ontario","
	<td class=""column-1"">MadeGood Foods</td><td class=""column-2"">Granola bars, crackers, cookies, and oat bars made sustainably</td><td class=""column-3"">Toronto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Maple Leaf Cookies	A variety of Celebration Cookies by Leclerc	Canada,"
	<td class=""column-1"">Maple Leaf Cookies</td><td class=""column-2"">A variety of Celebration Cookies by Leclerc</td><td class=""column-3"">Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"MDR	Companies under their umbrella are Alibi, Beaver, Club Supreme, Krack-O-Pop, Lady Sarah, Marina Del Rey, and Frankie’s Organic.	Laval, Quebec","
	<td class=""column-1"">MDR </td><td class=""column-2"">Companies under their umbrella are Alibi, Beaver, Club Supreme, Krack-O-Pop, Lady Sarah, Marina Del Rey, and Frankie’s Organic.</td><td class=""column-3"">Laval, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Nomz	Organic snacks, energy bites, nut butters, ice cream, superfood mixes	Toronto, Ontario","
	<td class=""column-1"">Nomz</td><td class=""column-2"">Organic snacks, energy bites, nut butters, ice cream, superfood mixes</td><td class=""column-3"">Toronto, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"OMG!	Milk chocolate almond toffee clusters	Winnipeg, Manitoba","
	<td class=""column-1"">OMG!</td><td class=""column-2"">Milk chocolate almond toffee clusters</td><td class=""column-3"">Winnipeg, Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Peace by Chocolate	Syrian chocolate	Antigonish, Nova Scotia","
	<td class=""column-1"">Peace by Chocolate</td><td class=""column-2"">Syrian chocolate</td><td class=""column-3"">Antigonish, Nova Scotia</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Picard's Peanuts	Variety of peanut products and other special confectionery	Ontario,"
	<td class=""column-1"">Picard's Peanuts</td><td class=""column-2"">Variety of peanut products and other special confectionery</td><td class=""column-3"">Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Purdy's Chocolate	Vancouver chocolate brand that sells just about every type of chocolate, including boxed chocolate, brittle, toffee, caramels, and more	Vancouver, B.C.","
	<td class=""column-1"">Purdy's Chocolate</td><td class=""column-2"">Vancouver chocolate brand that sells just about every type of chocolate, including boxed chocolate, brittle, toffee, caramels, and more</td><td class=""column-3"">Vancouver, B.C.</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Ronnie's Original Jumbo Seeds	Flavoured sunflower seeds and peanuts	Manitoba,"
	<td class=""column-1"">Ronnie's Original Jumbo Seeds</td><td class=""column-2"">Flavoured sunflower seeds and peanuts</td><td class=""column-3"">Manitoba</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Ross Chocolates	Sugar-free chocolate bars, baking chocolate, and more	Port Coquitlam, B.C.","
	<td class=""column-1"">Ross Chocolates</td><td class=""column-2"">Sugar-free chocolate bars, baking chocolate, and more</td><td class=""column-3"">Port Coquitlam, B.C. </td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Skippy’s Kettlecorn	Kettlecorn, crunch snacks, popcorn seasoning, fruit-flavored popcorn (Skippy’s, Fruit Tree Creations)	Kamloops, BC","
	<td class=""column-1"">Skippy’s Kettlecorn</td><td class=""column-2"">Kettlecorn, crunch snacks, popcorn seasoning, fruit-flavored popcorn (Skippy’s, Fruit Tree Creations)</td><td class=""column-3"">Kamloops, BC</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Sun-Rype	Apple sauce, fruit bites, fruit snacks, and fruit juices	Kelowna, B.C.","
	<td class=""column-1"">Sun-Rype</td><td class=""column-2"">Apple sauce, fruit bites, fruit snacks, and fruit juices</td><td class=""column-3"">Kelowna, B.C.</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Zak Organics Food	Dried pea snacks	Saskatchewan,"
	<td class=""column-1"">Zak Organics Food</td><td class=""column-2"">Dried pea snacks</td><td class=""column-3"">Saskatchewan</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Buster Rhino BBQ Sauce	Barbeque sauces	Ontario,"
	<td class=""column-1"">Buster Rhino BBQ Sauce</td><td class=""column-2"">Barbeque sauces </td><td class=""column-3"">Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Dawson’s	Award winning hot sauces with the right balance of heat and flavour	Hamilton, Ontario, Canada","
	<td class=""column-1"">Dawson’s</td><td class=""column-2"">Award winning hot sauces with the right balance of heat and flavour</td><td class=""column-3"">Hamilton, Ontario, Canada</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Firebarns	Hot Sauces, sriracha, barbeque sauce, condiments, and seasonings	Lévis, Quebec","
	<td class=""column-1"">Firebarns</td><td class=""column-2"">Hot Sauces, sriracha, barbeque sauce, condiments, and seasonings</td><td class=""column-3"">Lévis, Quebec</td>
"
cloudflare_Made_in_CA_Grocery_Guide,"Fire in the Kitchen	Specialty seasonings, spice blends, hot sauces, marinades, and grill sauces	Orangeville, Ontario","
	<td class=""column-1"">Fire in the Kitchen</td><td class=""column-2"">Specialty seasonings, spice blends, hot sauces, marinades, and grill sauces</td><td class=""column-3"">Orangeville, Ontario</td>
"
cloudflare_Made_in_CA_Grocery_Guide,Four Fathers Food Co.	Vegan and keto-friendly sauces	Ontario,"
	<td class=""column-1"">Four Fathers Food Co.</td><td class=""column-2"">Vegan and keto-friendly sauces</td><td class=""column-3"">Ontario</td>
"
